CD_MUN,lat,long,Município,UF,População 2022,GRUPO,TEXTO
3533502,-49.283797,-21.469169,Novo Horizonte,SP,38.324,C,"A população de Novo Horizonte (SP) é 12,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2109601,-44.201878,-2.956326,Rosário,MA,38.475,C,"A população de Rosário (MA) é 12,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5219308,-50.579124,-17.801832,Santa Helena de Goiás,GO,38.492,C,"A população de Santa Helena de Goiás (GO) é 12,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2928109,-44.379979,-13.21835,Santa Maria da Vitória,BA,38.604,C,"A população de Santa Maria da Vitória (BA) é 12,1 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3145901,-43.675337,-20.52466,Ouro Branco,MG,38.724,C,"A população de Ouro Branco (MG) é 12,1 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2929206,-38.631975,-12.650836,São Francisco do Conde,BA,38.733,C,"A população de São Francisco do Conde (BA) é 12,1 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3110004,-43.636887,-19.867772,Caeté,MG,38.776,C,"A população de Caeté (MG) é 12,1 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2111508,-44.527659,-3.990213,São Mateus do Maranhão,MA,38.829,C,"A população de São Mateus do Maranhão (MA) é 12,1 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3109006,-44.122676,-20.177826,Brumadinho,MG,38.915,C,"A população de Brumadinho (MG) é 12,2 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2210607,-42.715631,-8.965651,São Raimundo Nonato,PI,38.934,C,"A população de São Raimundo Nonato (PI) é 12,2 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3304805,-41.786982,-21.659902,São Fidélis,RJ,38.961,C,"A população de São Fidélis (RJ) é 12,2 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2310209,-39.03879,-3.480786,Paracuru,CE,38.980,C,"A população de Paracuru (CE) é 12,2 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2314003,-39.29785,-6.771793,Várzea Alegre,CE,38.984,C,"A população de Várzea Alegre (CE) é 12,2 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2100907,-42.016981,-2.972252,Araioses,MA,39.052,C,"A população de Araioses (MA) é 12,2 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3172004,-42.839965,-21.011577,Visconde do Rio Branco,MG,39.160,C,"A população de Visconde do Rio Branco (MG) é 12,2 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4115705,-48.554568,-25.761717,Matinhos,PR,39.259,C,"A população de Matinhos (PR) é 12,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4215000,-49.596156,-26.442714,Rio Negrinho,SC,39.261,C,"A população de Rio Negrinho (SC) é 12,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3145604,-44.735976,-20.749808,Oliveira,MG,39.262,C,"A população de Oliveira (MG) é 12,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3517406,-48.364137,-20.314037,Guaíra,SP,39.279,C,"A população de Guaíra (SP) é 12,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5000609,-54.968173,-23.157808,Amambai,MS,39.325,C,"A população de Amambai (MS) é 12,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1100106,-64.537557,-11.305636,Guajará-Mirim,RO,39.387,C,"A população de Guajará-Mirim (RO) é 12,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3522703,-48.815474,-21.548104,Itápolis,SP,39.493,C,"A população de Itápolis (SP) é 12,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3541307,-52.174918,-21.910658,Presidente Epitácio,SP,39.505,C,"A população de Presidente Epitácio (SP) é 12,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2923001,-39.715402,-17.899666,Nova Viçosa,BA,39.509,C,"A população de Nova Viçosa (BA) é 12,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2929305,-38.941374,-12.417177,São Gonçalo dos Campos,BA,39.513,C,"A população de São Gonçalo dos Campos (BA) é 12,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1508084,-51.391386,-6.820196,Tucumã,PA,39.550,C,"A população de Tucumã (PA) é 12,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4306767,-51.499171,-30.078124,Eldorado do Sul,RS,39.559,C,"A população de Eldorado do Sul (RS) é 12,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2608800,-36.286294,-8.677954,Lajedo,PE,39.582,C,"A população de Lajedo (PE) é 12,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3112307,-42.491959,-17.692873,Capelinha,MG,39.626,C,"A população de Capelinha (MG) é 12,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3515186,-46.793318,-22.192488,Espírito Santo do Pinhal,SP,39.816,C,"A população de Espírito Santo do Pinhal (SP) é 12,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3202801,-40.944667,-20.965757,Itapemirim,ES,39.832,C,"A população de Itapemirim (ES) é 12,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3107109,-45.621146,-21.048561,Boa Esperança,MG,39.848,C,"A população de Boa Esperança (MG) é 12,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3300233,-41.949551,-22.776209,Armação dos Búzios,RJ,40.006,C,"A população de Armação dos Búzios (RJ) é 12,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4204806,-50.617548,-27.292934,Curitibanos,SC,40.045,C,"A população de Curitibanos (SC) é 12,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2601409,-35.2586,-8.820186,Barreiros,PE,40.121,C,"A população de Barreiros (PE) é 12,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3552106,-46.524399,-22.611169,Socorro,SP,40.122,C,"A população de Socorro (SP) é 12,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3556404,-46.898984,-21.860679,Vargem Grande do Sul,SP,40.133,C,"A população de Vargem Grande do Sul (SP) é 12,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4309100,-50.896866,-29.386047,Gramado,RS,40.134,C,"A população de Gramado (RS) é 12,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3157005,-42.152069,-16.111139,Salinas,MG,40.178,C,"A população de Salinas (MG) é 12,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2312205,-40.041913,-4.340707,Santa Quitéria,CE,40.183,C,"A população de Santa Quitéria (CE) é 12,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2310506,-39.84684,-5.496999,Pedra Branca,CE,40.187,C,"A população de Pedra Branca (CE) é 12,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2600104,-37.620004,-7.737104,Afogados da Ingazeira,PE,40.241,C,"A população de Afogados da Ingazeira (PE) é 12,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2103505,-44.181441,-6.055721,Colinas,MA,40.316,C,"A população de Colinas (MA) é 12,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3101706,-40.723775,-16.09108,Almenara,MG,40.364,C,"A população de Almenara (MG) é 12,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4111803,-49.947417,-23.150684,Jacarezinho,PR,40.375,C,"A população de Jacarezinho (PR) é 12,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3102605,-46.554753,-22.075769,Andradas,MG,40.553,C,"A população de Andradas (MG) é 12,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2612604,-39.914318,-8.62974,Santa Maria da Boa Vista,PE,40.578,C,"A população de Santa Maria da Boa Vista (PE) é 12,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2926004,-42.24525,-9.594796,Remanso,BA,40.586,C,"A população de Remanso (BA) é 12,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1505908,-52.547751,-2.184593,Porto de Moz,PA,40.597,C,"A população de Porto de Moz (PA) é 12,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3159605,-45.682757,-22.23704,Santa Rita do Sapucaí,MG,40.635,C,"A população de Santa Rita do Sapucaí (MG) é 12,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2803005,-37.779185,-11.258736,Itabaianinha,SE,40.678,C,"A população de Itabaianinha (SE) é 12,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2913903,-39.726505,-14.054873,Ipiaú,BA,40.706,C,"A população de Ipiaú (BA) é 12,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2114007,-45.912613,-3.259882,Zé Doca,MA,40.801,C,"A população de Zé Doca (MA) é 12,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3162104,-45.999484,-19.35992,São Gotardo,MG,40.910,C,"A população de São Gotardo (MG) é 12,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5006309,-51.396138,-19.527438,Paranaíba,MS,40.957,C,"A população de Paranaíba (MS) é 12,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2929503,-38.498248,-12.517179,São Sebastião do Passé,BA,40.958,C,"A população de São Sebastião do Passé (BA) é 12,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2203701,-42.189684,-3.823374,Esperantina,PI,40.970,C,"A população de Esperantina (PI) é 12,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2305803,-40.669144,-4.369675,Ipu,CE,41.081,C,"A população de Ipu (CE) é 12,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1505486,-50.631681,-3.684126,Pacajá,PA,41.097,C,"A população de Pacajá (PA) é 12,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3535507,-50.626584,-22.459099,Paraguaçu Paulista,SP,41.120,C,"A população de Paraguaçu Paulista (SP) é 12,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2615409,-36.055725,-7.999022,Toritama,PE,41.137,C,"A população de Toritama (PE) é 12,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2804508,-37.528372,-10.177642,Nossa Senhora da Glória,SE,41.212,C,"A população de Nossa Senhora da Glória (SE) é 12,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3302601,-44.038038,-22.954126,Mangaratiba,RJ,41.220,C,"A população de Mangaratiba (RJ) é 12,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1502905,-47.863883,-0.742743,Curuçá,PA,41.262,C,"A população de Curuçá (PA) é 12,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2403103,-36.443554,-6.223565,Currais Novos,RN,41.313,C,"A população de Currais Novos (RN) é 12,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3304706,-42.192879,-21.555616,Santo Antônio de Pádua,RJ,41.325,C,"A população de Santo Antônio de Pádua (RJ) é 12,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1200500,-69.381795,-9.771422,Sena Madureira,AC,41.343,C,"A população de Sena Madureira (AC) é 12,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3303609,-43.721518,-22.617898,Paracambi,RJ,41.375,C,"A população de Paracambi (RJ) é 12,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3104205,-45.547246,-20.259713,Arcos,MG,41.416,C,"A população de Arcos (MG) é 12,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2800605,-36.969406,-10.851118,Barra dos Coqueiros,SE,41.511,C,"A população de Barra dos Coqueiros (SE) é 13,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2600500,-37.038648,-9.087045,Águas Belas,PE,41.548,C,"A população de Águas Belas (PE) é 13,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2109809,-45.371084,-2.418953,Santa Helena,MA,41.561,C,"A população de Santa Helena (MA) é 13,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1300300,-59.525534,-3.787231,Autazes,AM,41.564,C,"A população de Autazes (AM) é 13,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3204559,-40.806389,-20.085099,Santa Maria de Jetibá,ES,41.636,C,"A população de Santa Maria de Jetibá (ES) é 13,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2103406,-43.111938,-4.248051,Coelho Neto,MA,41.658,C,"A população de Coelho Neto (MA) é 13,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4321501,-49.809701,-29.328351,Torres,RS,41.751,C,"A população de Torres (RS) é 13,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4114807,-51.867852,-23.530652,Marialva,PR,41.851,C,"A população de Marialva (PR) é 13,1 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2919801,-42.692918,-13.108138,Macaúbas,BA,41.859,C,"A população de Macaúbas (BA) é 13,1 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3203320,-40.893613,-21.100053,Marataízes,ES,41.929,C,"A população de Marataízes (ES) é 13,1 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4318804,-52.122555,-31.234485,São Lourenço do Sul,RS,41.989,C,"A população de São Lourenço do Sul (RS) é 13,1 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2305001,-40.915409,-4.232768,Guaraciaba do Norte,CE,42.053,C,"A população de Guaraciaba do Norte (CE) é 13,1 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4109609,-48.768672,-25.817626,Guaratuba,PR,42.062,C,"A população de Guaratuba (PR) é 13,1 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3303708,-43.304329,-22.181958,Paraíba do Sul,RJ,42.063,C,"A população de Paraíba do Sul (RJ) é 13,1 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3516705,-49.689635,-22.231042,Garça,SP,42.110,C,"A população de Garça (SP) é 13,2 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
